StockCode,Description,avg_daily_units,units_60d,revenue_60d,active_sales_days,avg_unit_price,forecast_30d_units,safety_stock_units,recommended_reorder_qty,priority
22727,ALARM CLOCK BAKELIKE RED ,43.43333333333333,2606,9093.82,52,3.7976799999999997,1147.0,304.0,1451.0,High
22138,BAKING SET 9 PIECE RETROSPOT ,30.933333333333334,1856,8917.720000000001,52,5.048220858895705,817.0,217.0,1034.0,High
23356,LOVE HOT WATER BOTTLE,26.016666666666666,1561,8624.95,53,5.8887755102040815,687.0,182.0,869.0,High
23582,VINTAGE DOILY JUMBO BAG RED ,73.9,4434,8508.220000000001,39,2.0663713080168775,1951.0,517.0,2468.0,High
23581,JUMBO BAG PAISLEY PARK,72.63333333333334,4358,8498.04,40,2.059223300970874,1917.0,508.0,2425.0,High
23313,VINTAGE CHRISTMAS BUNTING,29.85,1791,8438.970000000001,51,4.965081967213115,788.0,209.0,997.0,High
22865,HAND WARMER OWL DESIGN,68.5,4110,8346.380000000001,53,2.125718232044199,1808.0,480.0,2288.0,High
22114,HOT WATER BOTTLE TEA AND SYMPATHY,33.21666666666667,1993,8258.23,53,4.274257425742574,877.0,233.0,1110.0,High
22111,SCOTTIE DOG HOT WATER BOTTLE,26.283333333333335,1577,7394.55,53,4.905813953488372,694.0,184.0,878.0,High
84029E,RED WOOLLY HOTTIE WHITE HEART.,32.2,1932,7243.56,50,4.325527950310558,850.0,225.0,1075.0,High
22178,VICTORIAN GLASS HANGING T-LIGHT,74.01666666666667,4441,7190.19,48,1.9429746835443038,1954.0,518.0,2472.0,High
22139,RETROSPOT TEA SET CERAMIC 11 PC ,23.016666666666666,1381,6822.67,53,5.106595744680851,608.0,161.0,769.0,High
22835,HOT WATER BOTTLE I AM SO POORLY,23.583333333333332,1415,6701.75,53,4.978048780487805,623.0,165.0,788.0,High
23245,SET OF 3 REGENCY CAKE TINS,23.683333333333334,1421,6679.39,52,5.054394618834081,625.0,166.0,791.0,High
22960,JAM MAKING SET WITH JARS,27.166666666666668,1630,6635.0199999999995,48,4.321708860759494,717.0,190.0,907.0,High
22386,JUMBO BAG PINK POLKADOT,56.81666666666667,3409,6429.17,48,2.060595238095238,1500.0,398.0,1898.0,High
22726,ALARM CLOCK BAKELIKE GREEN,28.633333333333333,1718,6395.18,52,3.859206349206349,756.0,200.0,956.0,High
22470,HEART OF WICKER LARGE,35.266666666666666,2116,6353.360000000001,50,3.0263265306122453,931.0,247.0,1178.0,High
22866,HAND WARMER SCOTTY DOG DESIGN,52.4,3144,6332.64,52,2.0909219858156027,1383.0,367.0,1750.0,High
21181,PLEASE ONE PERSON METAL SIGN,49.71666666666667,2983,6332.56,32,2.083157894736842,1312.0,348.0,1660.0,High
21915,RED  HARMONICA IN BOX ,92.41666666666667,5545,6258.88,37,1.3082945736434108,2440.0,647.0,3087.0,High
23553,LANDMARK FRAME CAMDEN TOWN ,9.283333333333333,557,6244.85,32,12.375,245.0,65.0,310.0,High
21733,RED HANGING HEART T-LIGHT HOLDER,36.25,2175,6239.33,52,2.974878048780488,957.0,254.0,1211.0,High
23382,BOX OF 6 CHRISTMAS CAKE DECORATIONS,28.533333333333335,1712,6155.04,46,3.710731707317073,753.0,200.0,953.0,High
23480,MINI LIGHTS WOODLAND MUSHROOMS,28.616666666666667,1717,6118.59,43,3.726477272727273,755.0,200.0,955.0,High
22457,NATURAL SLATE HEART CHALKBOARD ,35.06666666666667,2104,6021.160000000001,52,3.0632692307692313,926.0,245.0,1171.0,High
82484,WOOD BLACK BOARD ANT WHITE FINISH,15.95,957,5926.76,44,7.843416666666667,421.0,112.0,533.0,High
22941,CHRISTMAS LIGHTS 10 REINDEER,11.9,714,5926.2,49,8.456129032258065,314.0,83.0,397.0,High
23298,SPOTTY BUNTING,20.9,1254,5875.3,52,4.928260869565218,552.0,146.0,698.0,High
47566,PARTY BUNTING,21.033333333333335,1262,5833.66,50,4.992671232876713,555.0,147.0,702.0,High
21166,COOK WITH WINE METAL SIGN ,46.05,2763,5818.8,37,2.073730158730159,1216.0,322.0,1538.0,High
22469,HEART OF WICKER SMALL,56.53333333333333,3392,5762.139999999999,53,1.6555833333333332,1492.0,396.0,1888.0,High
22728,ALARM CLOCK BAKELIKE PINK,25.883333333333333,1553,5744.74,50,3.869090909090909,683.0,181.0,864.0,High
23201,JUMBO BAG ALPHABET,49.36666666666667,2962,5738.51,52,2.0708333333333333,1303.0,346.0,1649.0,High
22867,HAND WARMER BIRD DESIGN,46.583333333333336,2795,5721.800000000001,51,2.1241605839416056,1230.0,326.0,1556.0,High
23485,BOTANICAL GARDENS WALL CLOCK ,4.316666666666666,259,5719.0,33,24.16,114.0,30.0,144.0,High
84946,ANTIQUE SILVER T-LIGHT GLASS,79.23333333333333,4754,5692.97,53,1.2576954732510288,2092.0,555.0,2647.0,High
85048,15CM CHRISTMAS GLASS BALL 20 LIGHTS,12.733333333333333,764,5647.8,44,7.764516129032258,336.0,89.0,425.0,High
23493,VINTAGE DOILY TRAVEL SEWING KIT,47.416666666666664,2845,5487.75,53,1.9489966555183946,1252.0,332.0,1584.0,High
23301,GARDENERS KNEELING PAD KEEP CALM ,54.4,3264,5454.36,53,1.6852095808383234,1436.0,381.0,1817.0,High
22326,ROUND SNACK BOXES SET OF4 WOODLAND ,32.93333333333333,1976,5415.32,51,2.9748,869.0,231.0,1100.0,High
23343,JUMBO BAG VINTAGE CHRISTMAS ,45.016666666666666,2701,5400.43,50,2.078686440677966,1188.0,315.0,1503.0,High
85066,CREAM SWEETHEART MINI CHEST,7.633333333333334,458,5383.71,46,12.745937499999998,201.0,53.0,254.0,High
21485,RETROSPOT HEART HOT WATER BOTTLE,18.583333333333332,1115,5295.530000000001,51,5.041228070175439,491.0,130.0,621.0,High
23583,LUNCH BAG PAISLEY PARK  ,55.083333333333336,3305,5251.25,39,1.6447540983606557,1454.0,386.0,1840.0,High
23319,BOX OF 6 MINI 50'S CRACKERS,37.31666666666667,2239,5201.1900000000005,52,2.468764940239044,985.0,261.0,1246.0,High
22720,SET OF 3 CAKE TINS PANTRY DESIGN ,17.416666666666668,1045,5172.110000000001,52,5.099634146341463,460.0,122.0,582.0,High
23318,BOX OF 6 MINI VINTAGE CRACKERS,37.28333333333333,2237,5119.95,51,2.4597695852534565,984.0,261.0,1245.0,High
22633,HAND WARMER UNION JACK,41.78333333333333,2507,5103.18,53,2.093977695167286,1103.0,292.0,1395.0,High
35970,ZINC FOLKART SLEIGH BELLS,50.5,3030,5023.42,50,1.7511666666666665,1333.0,354.0,1687.0,High
23439,HAND WARMER RED LOVE HEART,40.266666666666666,2416,4977.6,53,2.0973867595818816,1063.0,282.0,1345.0,High
23556,LANDMARK FRAME COVENT GARDEN ,7.25,435,4912.05,29,12.38076923076923,191.0,51.0,242.0,High
22413,METAL SIGN TAKE IT OR LEAVE IT ,29.216666666666665,1753,4879.87,38,3.025820895522388,771.0,205.0,976.0,High
23202,JUMBO BAG VINTAGE LEAF,40.666666666666664,2440,4851.1,51,2.1265,1073.0,285.0,1358.0,High
20725,LUNCH BAG RED RETROSPOT,50.15,3009,4825.33,53,1.7214754098360654,1324.0,351.0,1675.0,High
23555,LANDMARK FRAME NOTTING HILL ,6.983333333333333,419,4730.65,26,12.405102040816328,184.0,49.0,233.0,High
23554,LANDMARK FRAME OXFORD STREET,6.983333333333333,419,4730.65,33,12.385185185185184,184.0,49.0,233.0,High
82494L,WOODEN FRAME ANTIQUE WHITE ,27.966666666666665,1678,4725.160000000001,51,2.9799111111111114,738.0,196.0,934.0,High
22734,SET OF 6 RIBBONS VINTAGE CHRISTMAS,27.666666666666668,1660,4719.7,52,2.8995454545454544,730.0,194.0,924.0,High
22666,RECIPE BOX PANTRY YELLOW DESIGN,28.166666666666668,1690,4712.46,50,3.061472081218274,744.0,197.0,941.0,High
21175,GIN + TONIC DIET METAL SIGN,31.616666666666667,1897,4709.79,40,2.5236641221374043,835.0,221.0,1056.0,High
23240,SET OF 4 KNICK KNACK TINS DOILY ,19.25,1155,4678.05,52,4.137341772151899,508.0,135.0,643.0,High
23080,RED METAL BOX TOP SECRET,9.883333333333333,593,4667.15,46,8.446930693069307,261.0,69.0,330.0,High
21479,WHITE SKULL HOT WATER BOTTLE ,19.4,1164,4667.0,52,4.222067039106145,512.0,136.0,648.0,High
23199,JUMBO BAG APPLES,40.4,2424,4660.52,51,2.113717948717949,1066.0,283.0,1349.0,High
23209,LUNCH BAG VINTAGE DOILY ,47.766666666666666,2866,4633.86,52,1.6556060606060605,1261.0,334.0,1595.0,High
23558,LANDMARK FRAME LONDON BRIDGE ,6.833333333333333,410,4604.2,29,12.401063829787235,180.0,48.0,228.0,High
23543,WALL ART KEEP CALM ,15.383333333333333,923,4583.950000000001,32,7.798970588235295,406.0,108.0,514.0,High
21731,RED TOADSTOOL LED NIGHT LIGHT,47.18333333333333,2831,4566.509999999999,52,1.7110285714285716,1246.0,330.0,1576.0,High
85099C,JUMBO  BAG BAROQUE BLACK WHITE,40.1,2406,4554.9800000000005,51,2.0434814814814817,1059.0,281.0,1340.0,High
82482,WOODEN PICTURE FRAME WHITE FINISH,29.116666666666667,1747,4538.13,50,2.9921428571428574,769.0,204.0,973.0,High
23569,TRADTIONAL ALPHABET STAMP SET,15.433333333333334,926,4497.3,40,4.9455056179775285,407.0,108.0,515.0,High
22144,CHRISTMAS CRAFT LITTLE FRIENDS,35.9,2154,4460.43,52,2.1511469534050183,948.0,251.0,1199.0,High
22961,JAM MAKING SET PRINTED,50.75,3045,4406.73,48,1.557676056338028,1340.0,355.0,1695.0,High
22629,SPACEBOY LUNCH BOX ,41.5,2490,4391.86,49,1.947027027027027,1095.0,290.0,1385.0,High
22617,BAKING SET SPACEBOY DESIGN,15.416666666666666,925,4391.75,52,5.218758169934641,407.0,108.0,515.0,High
21843,RED RETROSPOT CAKE STAND,8.983333333333333,539,4340.25,40,10.711333333333332,237.0,63.0,300.0,High
82486,3 DRAWER ANTIQUE WHITE WOOD CABINET,8.383333333333333,503,4336.73,46,8.92206349206349,221.0,59.0,280.0,High
23215,JINGLE BELL HEART ANTIQUE SILVER,36.333333333333336,2180,4327.67,51,2.1575,959.0,254.0,1213.0,High
22467,GUMBALL COAT RACK,31.6,1896,4326.04,49,2.5573648648648644,834.0,221.0,1055.0,High
71477,COLOUR GLASS. STAR T-LIGHT HOLDER,22.583333333333332,1355,4311.01,30,4.001333333333333,596.0,158.0,754.0,High
84997D,CHILDRENS CUTLERY POLKADOT PINK,18.066666666666666,1084,4250.5,44,4.295979381443299,477.0,126.0,603.0,High
23541,WALL ART CLASSIC PUDDINGS ,9.616666666666667,577,4238.65,40,8.115617977528089,254.0,67.0,321.0,High
22632,HAND WARMER RED RETROSPOT,35.05,2103,4236.780000000001,52,2.0922772277227724,925.0,245.0,1170.0,High
85152,HAND OVER THE CHOCOLATE   SIGN ,37.65,2259,4232.7,42,2.1901739130434783,994.0,264.0,1258.0,High
22077,6 RIBBONS RUSTIC CHARM,36.63333333333333,2198,4216.8,52,2.015485714285714,967.0,256.0,1223.0,High
22113,GREY HEART HOT WATER BOTTLE,16.85,1011,4187.59,51,4.259014084507042,445.0,118.0,563.0,High
22411,JUMBO SHOPPER VINTAGE RED PAISLEY,35.68333333333333,2141,4158.28,51,2.116179775280899,942.0,250.0,1192.0,High
23077,DOUGHNUT LIP GLOSS ,57.666666666666664,3460,4157.0,44,1.2442727272727274,1522.0,404.0,1926.0,High
22158,3 HEARTS HANGING DECORATION RUSTIC,24.316666666666666,1459,4126.97,49,2.990281690140845,642.0,170.0,812.0,High
20685,DOORMAT RED RETROSPOT,9.1,546,4116.8,46,8.128440366972477,240.0,64.0,304.0,High
22947,WOODEN ADVENT CALENDAR RED,7.883333333333334,473,4082.7900000000004,37,8.856666666666667,208.0,55.0,263.0,High
23531,WALL ART BIG LOVE ,11.75,705,3990.87,41,6.789529411764706,310.0,82.0,392.0,High
21931,JUMBO STORAGE BAG SUKI,34.05,2043,3971.79,52,2.07239263803681,899.0,238.0,1137.0,High
23083,SET 6 PAPER TABLE LANTERN STARS ,17.983333333333334,1079,3948.88,46,3.78968992248062,475.0,126.0,601.0,High
84029G,KNITTED UNION FLAG HOT WATER BOTTLE,16.516666666666666,991,3933.85,50,4.328923076923076,436.0,116.0,552.0,High
82483,WOOD 2 DRAWER CABINET WHITE FINISH,9.883333333333333,593,3929.9700000000003,47,7.157448275862069,261.0,69.0,330.0,High
23320,GIANT 50'S CHRISTMAS CRACKER,25.85,1551,3910.19,51,2.579515418502203,682.0,181.0,863.0,High
23486,ANTIQUE HEART SHELF UNIT,4.45,267,3879.15,36,16.44705882352941,117.0,31.0,148.0,High
23557,LANDMARK FRAME BAKER STREET ,5.783333333333333,347,3867.85,21,12.39310344827586,153.0,40.0,193.0,High
23494,VINTAGE DOILY DELUXE SEWING KIT ,11.05,663,3843.8500000000004,48,5.931132075471699,292.0,77.0,369.0,High
23311,VINTAGE CHRISTMAS STOCKING ,24.816666666666666,1489,3753.75,51,2.54321608040201,655.0,174.0,829.0,High
22952,60 CAKE CASES VINTAGE CHRISTMAS,120.66666666666667,7240,3732.4,52,0.5451310861423221,3185.0,845.0,4030.0,High
23328,SET 6 SCHOOL MILK BOTTLES IN CRATE,16.633333333333333,998,3703.14,51,3.72758865248227,439.0,116.0,555.0,High
21481,FAWN BLUE HOT WATER BOTTLE,17.0,1020,3681.36,51,3.7529268292682927,449.0,119.0,568.0,High
22189,CREAM HEART CARD HOLDER,18.7,1122,3624.6600000000003,46,3.9488,494.0,131.0,625.0,High
22621,TRADITIONAL KNITTING NANCY,36.266666666666666,2176,3591.7999999999997,51,1.7178,957.0,254.0,1211.0,High
22273,FELTCRAFT DOLL MOLLY,21.65,1299,3507.41,41,3.0193617021276595,572.0,152.0,724.0,High
22699,ROSES REGENCY TEACUP AND SAUCER ,20.866666666666667,1252,3507.0,51,3.0183333333333335,551.0,146.0,697.0,High
23530,WALL ART ONLY ONE PERSON ,14.166666666666666,850,3502.6200000000003,37,4.773492063492064,374.0,99.0,473.0,High
82583,HOT BATHS METAL SIGN,29.533333333333335,1772,3483.1200000000003,45,2.090720720720721,780.0,207.0,987.0,High
71477,COLOURED GLASS STAR T-LIGHT HOLDER,16.6,996,3474.88,18,3.98139534883721,438.0,116.0,554.0,High
20971,PINK BLUE FELT CRAFT TRINKET BOX,51.06666666666667,3064,3473.16,51,1.2993430656934306,1348.0,357.0,1705.0,High
85099F,JUMBO BAG STRAWBERRY,30.45,1827,3464.61,44,2.089464285714286,804.0,213.0,1017.0,High
23534,WALL ART STOP FOR TEA ,10.633333333333333,638,3461.48,48,5.910070422535211,281.0,74.0,355.0,High
23243,SET OF TEA COFFEE SUGAR TINS PANTRY,12.083333333333334,725,3458.21,47,4.8736,319.0,85.0,404.0,High
23103,JINGLE BELL HEART DECORATION,34.8,2088,3440.3999999999996,52,1.648989898989899,919.0,244.0,1163.0,High
22492,MINI PAINT SET VINTAGE ,92.5,5550,3436.98,42,0.6710810810810811,2442.0,648.0,3090.0,High
23497,CLASSIC CHROME BICYCLE BELL ,40.85,2451,3431.35,36,1.4393142857142858,1078.0,286.0,1364.0,High
23300,GARDENERS KNEELING PAD CUP OF TEA ,34.28333333333333,2057,3393.6499999999996,51,1.6897090909090908,905.0,240.0,1145.0,High
22382,LUNCH BAG SPACEBOY DESIGN ,34.766666666666666,2086,3354.3,48,1.6903539823008848,918.0,243.0,1161.0,High
84997C,CHILDRENS CUTLERY POLKADOT BLUE,14.383333333333333,863,3351.05,37,4.119230769230769,380.0,101.0,481.0,High
20749,ASSORTED COLOUR MINI CASES,8.083333333333334,485,3349.91,39,7.8412195121951225,213.0,57.0,270.0,High
23552,BICYCLE PUNCTURE REPAIR KIT ,28.833333333333332,1730,3336.7200000000003,13,2.062181818181818,761.0,202.0,963.0,High
84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,215.86666666666667,12952,3330.8399999999997,48,0.3080451127819549,5698.0,1511.0,7209.0,High
22993,SET OF 4 PANTRY JELLY MOULDS,45.2,2712,3317.37,52,1.2979166666666666,1193.0,316.0,1509.0,High
23571,TRADITIONAL NAUGHTS & CROSSES,33.63333333333333,2018,3300.8999999999996,43,1.6490950226244343,888.0,235.0,1123.0,High
22940,FELTCRAFT CHRISTMAS FAIRY,13.183333333333334,791,3298.27,51,4.38722891566265,348.0,92.0,440.0,High
20914,SET/5 RED RETROSPOT LID GLASS BOWLS,19.266666666666666,1156,3297.4,50,3.025157894736842,509.0,135.0,644.0,High
23535,WALL ART BICYCLE SAFETY,10.4,624,3293.52,47,5.893304347826087,275.0,73.0,348.0,High
22624,IVORY KITCHEN SCALES,6.233333333333333,374,3227.63,52,8.88621951219512,165.0,44.0,209.0,High
22568,FELTCRAFT CUSHION OWL,14.65,879,3194.03,39,3.916607142857143,387.0,103.0,490.0,High
23108,SET OF 10 LED DOLLY LIGHTS,9.25,555,3187.8799999999997,46,6.174434782608695,244.0,65.0,309.0,High
22141,CHRISTMAS CRAFT TREE TOP ANGEL,25.65,1539,3174.53,51,2.1525112107623317,677.0,180.0,857.0,High
23247,BISCUIT TIN 50'S CHRISTMAS,18.616666666666667,1117,3173.53,49,2.988717948717949,491.0,130.0,621.0,High
20727,LUNCH BAG  BLACK SKULL.,32.916666666666664,1975,3169.15,53,1.6459016393442623,869.0,230.0,1099.0,High
23109,PACK OF SIX LED TEA LIGHTS,18.616666666666667,1117,3157.13,50,2.927878787878788,491.0,130.0,621.0,High
23082,SET 6 PAPER TABLE LANTERN HEARTS ,14.4,864,3146.16,48,3.7318897637795274,380.0,101.0,481.0,High
21914,BLUE HARMONICA IN BOX ,40.18333333333333,2411,3114.18,50,1.2977631578947368,1061.0,281.0,1342.0,High
22752,SET 7 BABUSHKA NESTING BOXES,7.65,459,3092.96,38,8.40348484848485,202.0,54.0,256.0,High
23322,LARGE WHITE HEART OF WICKER,18.233333333333334,1094,3070.2200000000003,51,2.9658371040723983,481.0,128.0,609.0,High
23312,VINTAGE CHRISTMAS GIFT SACK,12.7,762,3064.7000000000003,48,4.136440677966102,335.0,89.0,424.0,High
22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,61.9,3714,3057.06,52,0.8473469387755103,1634.0,433.0,2067.0,High
15056BL,EDWARDIAN PARASOL BLACK,9.166666666666666,550,3030.52,38,6.077301587301587,242.0,64.0,306.0,High
22730,ALARM CLOCK BAKELIKE IVORY,13.133333333333333,788,3023.15,46,3.784153846153846,347.0,92.0,439.0,High
21790,VINTAGE SNAP CARDS,61.36666666666667,3682,3005.9199999999996,53,0.86875,1620.0,430.0,2050.0,High
22580,ADVENT CALENDAR GINGHAM SACK,8.65,519,2997.53,44,6.189215686274511,228.0,61.0,289.0,High
22560,TRADITIONAL MODELLING CLAY,42.46666666666667,2548,2967.9900000000002,45,1.3474509803921568,1121.0,297.0,1418.0,High
22630,DOLLY GIRL LUNCH BOX,27.316666666666666,1639,2965.0899999999997,48,2.045970149253731,721.0,191.0,912.0,High
22622,BOX OF VINTAGE ALPHABET BLOCKS,4.516666666666667,271,2963.4599999999996,32,11.932321428571427,119.0,32.0,151.0,High
20712,JUMBO BAG WOODLAND ANIMALS,25.216666666666665,1513,2906.2400000000002,48,2.0960185185185187,666.0,177.0,843.0,High
21891,TRADITIONAL WOODEN SKIPPING ROPE,36.016666666666666,2161,2903.0499999999997,47,1.4451612903225806,951.0,252.0,1203.0,High
21787,RAIN PONCHO RETROSPOT,62.35,3741,2882.01,31,0.8973469387755102,1646.0,436.0,2082.0,High
21523,DOORMAT FANCY FONT HOME SWEET HOME,6.2,372,2871.28,44,8.286813186813188,164.0,43.0,207.0,High
22083,PAPER CHAIN KIT RETROSPOT,16.883333333333333,1013,2861.3900000000003,46,3.0163247863247866,446.0,118.0,564.0,High
22946,WOODEN ADVENT CALENDAR CREAM,3.216666666666667,193,2847.0499999999997,30,16.32875,85.0,23.0,108.0,High
23206,LUNCH BAG APPLE DESIGN,29.783333333333335,1787,2838.55,49,1.6432203389830506,786.0,208.0,994.0,High
23461,SWEETHEART BIRD HOUSE,13.4,804,2804.8,41,4.1337662337662335,354.0,94.0,448.0,High
84378,SET OF 3 HEART COOKIE CUTTERS,33.85,2031,2793.6699999999996,50,1.5104724409448818,894.0,237.0,1131.0,High
48187,DOORMAT NEW ENGLAND,5.983333333333333,359,2762.55,43,8.125520833333333,158.0,42.0,200.0,High
48138,DOORMAT UNION FLAG,5.966666666666667,358,2757.68,43,8.217619047619047,158.0,42.0,200.0,High
23503,PLAYING CARDS KEEP CALM & CARRY ON,37.083333333333336,2225,2755.21,53,1.2482203389830508,979.0,260.0,1239.0,High
23321,SMALL WHITE HEART OF WICKER,28.733333333333334,1724,2739.7999999999997,52,1.6443589743589742,758.0,201.0,959.0,High
21484,CHICK GREY HOT WATER BOTTLE,11.05,663,2738.97,48,4.265474452554745,292.0,77.0,369.0,High
22619,SET OF 6 SOLDIER SKITTLES,11.733333333333333,704,2738.22,49,4.0177868852459016,310.0,82.0,392.0,High
22385,JUMBO BAG SPACEBOY DESIGN,23.383333333333333,1403,2736.7400000000002,42,2.098157894736842,617.0,164.0,781.0,High
22551,PLASTERS IN TIN SPACEBOY,28.15,1689,2734.6499999999996,49,1.694311377245509,743.0,197.0,940.0,High
22595,GINGHAM HEART DECORATION,58.13333333333333,3488,2723.7799999999997,46,0.8636363636363636,1535.0,407.0,1942.0,High
23404,HOME SWEET HOME BLACKBOARD,10.7,642,2704.63,44,4.865056179775281,282.0,75.0,357.0,High
20713,JUMBO BAG OWLS,24.233333333333334,1454,2701.07,32,2.1570769230769233,640.0,170.0,810.0,High
23173,REGENCY TEAPOT ROSES ,4.883333333333334,293,2697.77,41,10.016117647058824,129.0,34.0,163.0,High
23275,SET OF 3 HANGING OWLS OLLIE BEAK,37.516666666666666,2251,2664.4700000000003,50,1.2903260869565216,990.0,263.0,1253.0,High
22697,GREEN REGENCY TEACUP AND SAUCER,15.416666666666666,925,2653.23,45,3.0968852459016394,407.0,108.0,515.0,High
22943,CHRISTMAS LIGHTS 10 VINTAGE BAUBLES,9.333333333333334,560,2642.98,31,5.100508474576271,246.0,65.0,311.0,High
21108,FAIRY CAKE FLANNEL ASSORTED COLOUR,53.38333333333333,3203,2640.53,48,0.8348031496062993,1409.0,374.0,1783.0,High
22554,PLASTERS IN TIN WOODLAND ANIMALS,27.566666666666666,1654,2634.74,50,1.6560818713450292,728.0,193.0,921.0,High
23229,VINTAGE DONKEY TAIL GAME ,12.133333333333333,728,2632.52,42,3.8478409090909094,320.0,85.0,405.0,High
21889,WOODEN BOX OF DOMINOES,34.4,2064,2629.61,52,1.3033823529411763,908.0,241.0,1149.0,High
23076,ICE CREAM SUNDAE LIP GLOSS,36.36666666666667,2182,2626.7,34,1.2438235294117648,960.0,255.0,1215.0,High
23157,SET OF 6 NATIVITY MAGNETS ,21.8,1308,2625.7400000000002,41,2.1771875,575.0,153.0,728.0,High
22328,ROUND SNACK BOXES SET OF 4 FRUITS ,15.666666666666666,940,2619.4,46,2.9331578947368424,414.0,110.0,524.0,High
48194,DOORMAT HEARTS,5.433333333333334,326,2595.08,41,8.532528735632184,143.0,38.0,181.0,High
21928,JUMBO BAG SCANDINAVIAN BLUE PAISLEY,22.133333333333333,1328,2586.04,46,2.132972972972973,584.0,155.0,739.0,High
84949,SILVER HANGING T-LIGHT HOLDER,28.516666666666666,1711,2578.35,36,1.619014084507042,753.0,200.0,953.0,High
85014B,RED RETROSPOT UMBRELLA,7.683333333333334,461,2574.6200000000003,36,6.540597014925374,203.0,54.0,257.0,High
20750,RED RETROSPOT MINI CASES,5.916666666666667,355,2566.25,45,7.780588235294118,156.0,41.0,197.0,High
22142,CHRISTMAS CRAFT WHITE FAIRY ,30.05,1803,2554.43,50,1.5115238095238095,793.0,210.0,1003.0,High
84947,ANTIQUE SILVER TEA GLASS ENGRAVED,37.15,2229,2549.83,46,1.2787755102040816,981.0,260.0,1241.0,High
23263,SET OF 3 WOODEN HEART DECORATIONS,32.43333333333333,1946,2546.4900000000002,49,1.3358474576271187,856.0,227.0,1083.0,High
23351,ROLL WRAP 50'S CHRISTMAS,34.916666666666664,2095,2540.63,52,1.244902912621359,922.0,244.0,1166.0,High
22722,SET OF 6 SPICE TINS PANTRY DESIGN,11.166666666666666,670,2538.5,48,3.919924812030075,295.0,78.0,373.0,High
22625,RED KITCHEN SCALES,5.116666666666666,307,2536.03,48,8.543000000000001,135.0,36.0,171.0,High
84997B,CHILDRENS CUTLERY RETROSPOT RED ,10.883333333333333,653,2535.83,35,4.256440677966102,287.0,76.0,363.0,High
23256,CHILDRENS CUTLERY SPACEBOY ,10.433333333333334,626,2519.78,49,4.181956521739131,275.0,73.0,348.0,High
82600,N0 SINGING METAL SIGN,19.9,1194,2517.48,12,2.0908823529411764,525.0,139.0,664.0,High
22966,GINGERBREAD MAN COOKIE CUTTER,34.56666666666667,2074,2514.33,50,1.2865168539325842,912.0,242.0,1154.0,High
84030E,ENGLISH ROSE HOT WATER BOTTLE,10.45,627,2508.83,46,4.273243243243243,276.0,73.0,349.0,High
