CustomerID,recency,frequency,monetary,total_quantity,avg_order_value,unique_products,active_days,first_purchase,last_purchase,tenure_days,orders_per_active_day,returned_in_holdout,is_churn_risk
12441,277,1,173.55,121,15.77727272727273,11,1,2010-12-08 10:45:00,2010-12-08 10:45:00,1,1.0,0,1
12444,32,2,2627.27,650,25.021619047619048,96,2,2011-06-21 14:00:00,2011-08-10 08:41:00,49,1.0,1,0
12447,153,1,476.49,190,18.326538461538462,26,1,2011-04-10 13:25:00,2011-04-10 13:25:00,1,1.0,0,1
12449,2,3,2724.58,1029,20.640757575757576,84,3,2011-06-05 15:37:00,2011-09-09 09:13:00,95,1.0,1,0
12450,66,2,197.88,128,24.735,7,2,2011-06-19 14:36:00,2011-07-06 14:41:00,17,1.0,0,1
12451,128,2,5307.82,4105,27.219589743589744,162,2,2011-01-19 09:05:00,2011-05-05 17:34:00,106,1.0,1,0
12453,44,1,707.09,473,16.443953488372095,43,1,2011-07-28 14:08:00,2011-07-28 14:08:00,1,1.0,0,1
12455,38,5,2176.36,1766,30.652957746478876,67,5,2011-02-16 09:56:00,2011-08-04 11:07:00,169,1.0,1,0
12456,41,2,2265.4,1073,26.34186046511628,77,2,2011-03-30 09:12:00,2011-07-31 15:25:00,123,1.0,1,0
12457,144,3,1067.25,397,42.69,23,3,2011-04-14 18:57:00,2011-04-20 10:10:00,5,1.0,1,0
12458,195,1,441.92,270,23.258947368421055,19,1,2011-02-28 10:55:00,2011-02-28 10:55:00,1,1.0,1,0
12461,4,2,826.88,287,23.62514285714286,35,2,2011-07-08 10:23:00,2011-09-06 16:57:00,60,1.0,0,1
12462,213,1,762.11,287,19.05275,40,1,2011-02-09 14:44:00,2011-02-09 14:44:00,1,1.0,1,0
12463,85,3,985.79,577,16.16049180327869,51,3,2011-04-12 12:47:00,2011-06-17 14:28:00,66,1.0,1,0
12464,16,6,780.55,81,37.16904761904762,6,5,2011-02-03 13:30:00,2011-08-25 13:33:00,203,1.2,1,0
12465,79,1,440.94,294,16.959230769230768,26,1,2011-06-23 13:37:00,2011-06-23 13:37:00,1,1.0,1,0
12468,98,2,729.5400000000001,366,19.19842105263158,36,2,2011-01-27 13:29:00,2011-06-05 11:36:00,128,1.0,0,1
12471,17,19,11081.0,4340,42.29389312977099,108,12,2010-12-10 09:35:00,2011-08-24 16:13:00,257,1.5833333333333333,1,0
12472,49,5,4927.6,3088,19.78955823293173,180,5,2010-12-05 14:19:00,2011-07-24 11:55:00,230,1.0,1,0
12473,25,2,1175.75,853,18.37109375,60,2,2011-06-01 10:15:00,2011-08-17 12:04:00,77,1.0,1,0
12474,9,13,4362.06,2798,17.66016194331984,153,12,2011-01-14 10:06:00,2011-09-02 10:53:00,231,1.0833333333333333,1,0
12476,51,6,3191.67,1132,27.27923076923077,91,6,2010-12-13 14:39:00,2011-07-21 17:39:00,220,1.0,1,0
12477,11,3,8834.03,2518,44.392110552763825,156,3,2011-02-11 12:45:00,2011-08-31 09:11:00,200,1.0,1,0
12480,53,3,2144.95,1096,18.81535087719298,97,3,2011-01-07 15:27:00,2011-07-19 14:04:00,192,1.0,1,0
12481,90,8,4085.2599999999998,2351,26.1875641025641,112,6,2010-12-09 10:13:00,2011-06-13 10:52:00,186,1.3333333333333333,1,0
12483,9,6,1624.06,792,30.64264150943396,38,6,2011-01-04 14:20:00,2011-09-02 11:42:00,240,1.0,1,0
12484,11,4,3658.65,1857,13.066607142857142,222,4,2011-01-07 14:04:00,2011-08-31 09:44:00,235,1.0,1,0
12489,246,1,334.93,105,22.328666666666667,15,1,2011-01-07 13:13:00,2011-01-07 13:13:00,1,1.0,0,1
12490,3,6,3552.59,2010,21.530848484848487,102,6,2011-01-14 09:13:00,2011-09-07 13:22:00,236,1.0,1,0
12492,15,1,126.39000000000001,69,14.043333333333335,9,1,2011-08-26 14:51:00,2011-08-26 14:51:00,1,1.0,1,0
12493,76,2,433.74,207,19.715454545454545,20,2,2011-05-26 14:53:00,2011-06-27 10:17:00,31,1.0,0,1
12494,72,5,868.86,364,17.036470588235293,42,5,2010-12-09 11:31:00,2011-07-01 12:17:00,204,1.0,1,0
12500,17,6,1773.8400000000001,1270,55.432500000000005,20,6,2011-01-10 09:48:00,2011-08-25 12:50:00,227,1.0,1,0
12501,247,1,2169.39,1783,14.559664429530201,149,1,2011-01-07 12:28:00,2011-01-07 12:28:00,1,1.0,0,1
12502,6,5,3723.87,820,25.332448979591835,102,5,2011-02-03 10:41:00,2011-09-05 11:52:00,214,1.0,0,1
12506,143,1,73.5,23,3.1956521739130435,23,1,2011-04-21 08:54:00,2011-04-21 08:54:00,1,1.0,0,1
12507,44,3,1304.81,894,62.13380952380952,19,3,2011-02-14 09:24:00,2011-07-28 17:09:00,164,1.0,0,1
12509,194,1,176.5,55,25.214285714285715,7,1,2011-02-28 14:45:00,2011-02-28 14:45:00,1,1.0,0,1
12510,53,2,982.5699999999999,353,29.774848484848484,29,2,2011-01-18 14:04:00,2011-07-20 10:15:00,182,1.0,0,1
12513,23,1,612.29,462,17.494,35,1,2011-08-19 10:51:00,2011-08-19 10:51:00,1,1.0,0,1
12514,177,1,1017.68,440,19.954509803921567,51,1,2011-03-17 16:38:00,2011-03-17 16:38:00,1,1.0,0,1
12515,263,1,383.7,131,23.98125,16,1,2010-12-21 15:43:00,2010-12-21 15:43:00,1,1.0,0,1
12516,91,1,583.2,345,44.861538461538466,13,1,2011-06-12 11:37:00,2011-06-12 11:37:00,1,1.0,1,0
12517,36,2,1521.45,834,8.359615384615385,173,2,2011-06-02 15:13:00,2011-08-05 15:02:00,63,1.0,1,0
12518,20,1,324.83,187,18.04611111111111,18,1,2011-08-21 13:18:00,2011-08-21 13:18:00,1,1.0,1,0
12520,52,4,2045.85,1099,16.90785123966942,104,4,2011-03-11 11:35:00,2011-07-20 14:38:00,131,1.0,1,0
12521,53,1,599.68,309,15.781052631578946,38,1,2011-07-20 10:51:00,2011-07-20 10:51:00,1,1.0,0,1
12523,18,7,1017.75,560,16.154761904761905,49,7,2011-01-12 09:43:00,2011-08-24 10:13:00,224,1.0,1,0
12524,72,6,3122.48,2290,26.91793103448276,92,6,2011-01-10 10:35:00,2011-06-30 15:30:00,171,1.0,1,0
12526,4,1,520.3,318,17.941379310344825,29,1,2011-09-06 14:19:00,2011-09-06 14:19:00,1,1.0,1,0
12527,205,2,284.92,221,18.994666666666667,15,2,2011-01-18 12:05:00,2011-02-18 09:41:00,30,1.0,1,0
12528,25,4,1287.37,503,19.805692307692308,46,4,2011-01-31 09:05:00,2011-08-17 12:30:00,198,1.0,1,0
12530,34,3,1221.65,600,26.557608695652174,39,3,2011-01-07 10:04:00,2011-08-08 10:59:00,213,1.0,1,0
12534,41,1,1089.18,651,17.28857142857143,63,1,2011-08-01 10:26:00,2011-08-01 10:26:00,1,1.0,0,1
12535,2,2,716.35,219,21.069117647058825,28,2,2011-06-06 12:47:00,2011-09-09 08:48:00,94,1.0,0,1
12539,172,3,4517.69,1621,19.642130434782608,125,3,2011-01-10 09:11:00,2011-03-22 16:00:00,71,1.0,1,0
12540,2,11,9246.86,4433,28.806417445482868,207,11,2010-12-13 09:39:00,2011-09-08 13:38:00,269,1.0,1,0
12541,83,2,536.14,419,19.14785714285714,27,2,2011-03-04 09:32:00,2011-06-19 15:59:00,107,1.0,1,0
12545,170,1,628.15,346,18.474999999999998,34,1,2011-03-25 12:04:00,2011-03-25 12:04:00,1,1.0,1,0
12547,108,2,207.79999999999998,134,25.974999999999998,7,2,2011-03-04 12:46:00,2011-05-26 12:38:00,82,1.0,0,1
12548,76,1,95.19999999999999,49,19.04,5,1,2011-06-26 15:35:00,2011-06-26 15:35:00,1,1.0,0,1
12551,268,1,168.0,100,16.8,10,1,2010-12-17 11:23:00,2010-12-17 11:23:00,1,1.0,0,1
12553,20,7,2419.59,1351,17.922888888888888,81,7,2011-01-14 10:42:00,2011-08-21 14:42:00,219,1.0,1,0
12556,61,1,308.75,163,4.75,60,1,2011-07-11 13:35:00,2011-07-11 13:35:00,1,1.0,1,0
12557,68,4,9000.960000000001,3464,310.3779310344828,15,4,2010-12-03 12:20:00,2011-07-04 13:19:00,213,1.0,1,0
12559,221,2,561.71,283,26.74809523809524,21,2,2011-01-24 10:12:00,2011-02-02 09:49:00,8,1.0,0,1
12560,22,2,1436.31,820,18.653376623376623,77,2,2011-07-19 15:55:00,2011-08-19 15:22:00,30,1.0,1,0
12561,213,1,238.85,177,14.928125,16,1,2011-02-10 11:39:00,2011-02-10 11:39:00,1,1.0,0,1
12562,37,3,1605.23,776,20.579871794871796,53,3,2011-05-25 12:44:00,2011-08-05 08:40:00,71,1.0,1,0
12564,171,1,456.9,133,21.757142857142856,21,1,2011-03-23 14:55:00,2011-03-23 14:55:00,1,1.0,0,1
12565,199,1,145.92,80,16.21333333333333,9,1,2011-02-24 10:34:00,2011-02-24 10:34:00,1,1.0,0,1
12567,6,9,7849.98,3533,21.506794520547945,271,8,2010-12-05 11:57:00,2011-09-04 14:22:00,273,1.125,1,0
12569,2,15,2167.68,857,23.56173913043478,48,13,2011-04-01 13:47:00,2011-09-08 15:22:00,160,1.1538461538461537,1,0
12571,32,1,248.35,197,17.739285714285714,14,1,2011-08-10 12:35:00,2011-08-10 12:35:00,1,1.0,1,0
12573,137,1,160.54000000000002,84,5.733571428571429,26,1,2011-04-26 15:52:00,2011-04-26 15:52:00,1,1.0,0,1
12574,226,1,218.45,61,19.85909090909091,11,1,2011-01-28 09:20:00,2011-01-28 09:20:00,1,1.0,0,1
12576,6,4,936.55,665,15.105645161290322,54,4,2011-02-08 11:31:00,2011-09-05 10:06:00,208,1.0,1,0
12577,269,1,195.89,134,2.923731343283582,67,1,2010-12-15 16:21:00,2010-12-15 16:21:00,1,1.0,1,0
12578,240,1,1608.66,748,22.980857142857143,70,1,2011-01-13 15:34:00,2011-01-13 15:34:00,1,1.0,1,0
12580,157,1,415.7,238,17.320833333333333,24,1,2011-04-07 10:24:00,2011-04-07 10:24:00,1,1.0,0,1
12582,149,2,511.36,300,23.243636363636366,21,2,2011-02-24 11:42:00,2011-04-15 08:45:00,49,1.0,0,1
12583,17,9,4232.21,3463,28.987739726027396,84,9,2010-12-01 08:45:00,2011-08-25 12:26:00,267,1.0,1,0
12584,37,4,782.59,138,23.017352941176473,27,4,2011-03-04 15:15:00,2011-08-04 17:07:00,153,1.0,1,0
12585,144,2,2040.1,1279,23.44942528735632,77,2,2010-12-23 12:58:00,2011-04-19 13:39:00,117,1.0,0,1
12589,55,1,131.5,83,13.15,10,1,2011-07-18 12:05:00,2011-07-18 12:05:00,1,1.0,1,0
12590,121,2,9864.26,4283,145.06264705882353,68,1,2011-05-12 14:46:00,2011-05-12 14:52:00,1,2.0,0,1
12591,227,1,452.84999999999997,228,17.41730769230769,26,1,2011-01-26 14:35:00,2011-01-26 14:35:00,1,1.0,0,1
12592,2,2,437.6,290,24.311111111111114,11,2,2011-05-10 13:44:00,2011-09-08 15:04:00,121,1.0,0,1
12593,19,3,418.09999999999997,206,19.909523809523808,14,3,2011-05-05 09:29:00,2011-08-23 12:43:00,110,1.0,0,1
12594,31,8,2529.9,1440,27.203225806451613,46,7,2011-01-21 09:52:00,2011-08-10 14:26:00,201,1.1428571428571428,1,0
12596,152,1,269.95,156,17.996666666666666,15,1,2011-04-11 13:22:00,2011-04-11 13:22:00,1,1.0,1,0
12597,93,2,1428.81,675,18.318076923076923,72,2,2011-03-16 14:00:00,2011-06-09 16:04:00,85,1.0,1,0
12598,72,4,1584.3799999999999,971,25.148888888888887,45,3,2011-02-28 11:58:00,2011-07-01 11:43:00,122,1.3333333333333333,1,0
12599,37,6,857.04,749,17.855,25,6,2011-02-08 13:28:00,2011-08-05 12:38:00,177,1.0,1,0
12600,23,8,1936.5600000000002,544,39.521632653061225,26,8,2010-12-03 12:57:00,2011-08-19 11:23:00,258,1.0,1,0
12601,100,5,577.0600000000001,245,20.609285714285715,21,5,2011-01-11 10:38:00,2011-06-03 10:17:00,142,1.0,0,1
12604,172,1,178.5,137,17.85,10,1,2011-03-23 12:06:00,2011-03-23 12:06:00,1,1.0,1,0
12609,96,2,800.73,518,18.621627906976745,42,2,2011-01-25 15:13:00,2011-06-06 15:31:00,132,1.0,1,0
12610,16,2,1256.25,625,17.447916666666668,68,2,2011-08-05 13:52:00,2011-08-25 12:57:00,19,1.0,1,0
12613,108,4,1462.52,759,19.763783783783783,65,2,2011-03-22 15:42:00,2011-05-26 09:18:00,64,2.0,1,0
12614,188,1,315.6,76,15.780000000000001,20,1,2011-03-07 10:22:00,2011-03-07 10:22:00,1,1.0,0,1
12615,78,1,634.74,413,20.475483870967743,31,1,2011-06-24 13:35:00,2011-06-24 13:35:00,1,1.0,1,0
12616,5,2,713.3,284,22.290625,25,2,2011-02-15 14:17:00,2011-09-05 15:17:00,202,1.0,0,1
12619,26,5,2087.46,1756,53.52461538461539,28,5,2011-03-31 13:10:00,2011-08-15 13:22:00,137,1.0,1,0
12620,115,1,561.66,434,17.02,33,1,2011-05-19 12:10:00,2011-05-19 12:10:00,1,1.0,1,0
12621,10,15,10195.04,5439,29.465433526011562,208,13,2010-12-09 10:16:00,2011-08-31 15:30:00,265,1.1538461538461537,1,0
12622,142,1,180.1,69,16.37272727272727,11,1,2011-04-21 16:39:00,2011-04-21 16:39:00,1,1.0,0,1
12623,186,1,305.1,191,16.950000000000003,18,1,2011-03-08 13:50:00,2011-03-08 13:50:00,1,1.0,0,1
12624,16,2,641.13,355,16.87184210526316,36,2,2011-06-15 12:34:00,2011-08-25 15:04:00,71,1.0,0,1
12625,122,2,2683.82,1612,31.207209302325584,73,2,2011-01-24 13:27:00,2011-05-12 09:54:00,107,1.0,0,1
12626,23,6,4774.0,2337,23.174757281553397,170,6,2011-01-17 11:01:00,2011-08-19 11:46:00,214,1.0,1,0
12627,6,5,2727.83,1575,19.346312056737588,112,5,2011-07-22 13:59:00,2011-09-04 14:09:00,44,1.0,1,0
12633,40,3,1948.75,1068,22.65988372093023,66,3,2011-02-25 08:44:00,2011-08-02 09:35:00,158,1.0,1,0
12635,65,1,683.64,399,17.091,40,1,2011-07-08 08:43:00,2011-07-08 08:43:00,1,1.0,1,0
12637,2,7,5658.9,2842,18.19581993569132,176,6,2011-01-20 10:47:00,2011-09-09 11:48:00,232,1.1666666666666667,1,0
12639,149,1,486.1,201,22.095454545454547,22,1,2011-04-15 12:48:00,2011-04-15 12:48:00,1,1.0,0,1
12641,25,1,185.9,72,18.59,10,1,2011-08-16 13:26:00,2011-08-16 13:26:00,1,1.0,0,1
12642,18,1,366.45,277,15.268749999999999,24,1,2011-08-24 09:23:00,2011-08-24 09:23:00,1,1.0,1,0
12643,38,6,3344.64,1808,139.35999999999999,11,5,2011-01-11 11:48:00,2011-08-03 12:56:00,204,1.2,0,1
12644,40,1,477.91,325,15.416451612903227,31,1,2011-08-02 10:33:00,2011-08-02 10:33:00,1,1.0,0,1
12645,20,3,1310.8600000000001,825,22.217966101694916,52,3,2011-01-27 13:08:00,2011-08-22 12:40:00,206,1.0,1,0
12647,36,9,2886.71,1039,31.37728260869565,63,8,2010-12-05 14:02:00,2011-08-05 13:49:00,242,1.125,1,0
12648,65,1,318.05,160,15.145238095238096,21,1,2011-07-08 11:55:00,2011-07-08 11:55:00,1,1.0,0,1
12649,17,3,623.51,586,20.113225806451613,28,2,2011-05-11 14:37:00,2011-08-24 14:41:00,105,1.5,0,1
12651,245,1,114.0,78,12.666666666666666,9,1,2011-01-09 12:46:00,2011-01-09 12:46:00,1,1.0,0,1
12652,241,1,919.98,505,19.16625,48,1,2011-01-12 15:00:00,2011-01-12 15:00:00,1,1.0,0,1
12653,59,2,2209.85,919,51.391860465116274,37,2,2011-02-16 10:53:00,2011-07-14 10:41:00,147,1.0,0,1
12654,108,3,337.75,151,15.352272727272727,19,2,2011-02-17 13:16:00,2011-05-26 10:43:00,97,1.5,1,0
12656,26,3,2820.67,1280,40.87927536231884,51,3,2011-04-20 09:20:00,2011-08-15 12:53:00,117,1.0,1,0
12662,17,7,2653.66,1400,16.90229299363057,96,7,2010-12-01 13:04:00,2011-08-24 13:42:00,266,1.0,1,0
12664,54,3,1957.48,505,108.74888888888889,10,3,2011-01-21 11:42:00,2011-07-19 12:43:00,179,1.0,1,0
12665,235,1,63.0,37,21.0,3,1,2011-01-19 08:34:00,2011-01-19 08:34:00,1,1.0,0,1
12668,169,3,2924.4700000000003,1334,23.77617886178862,104,3,2010-12-19 12:46:00,2011-03-25 14:53:00,96,1.0,1,0
12669,61,3,2744.0299999999997,1115,27.168613861386135,98,3,2011-03-28 10:15:00,2011-07-12 09:54:00,105,1.0,0,1
12670,9,3,1634.47,761,28.18051724137931,40,3,2011-04-21 10:16:00,2011-09-02 09:51:00,133,1.0,1,0
12672,240,1,225.89999999999998,78,22.589999999999996,10,1,2011-01-14 09:20:00,2011-01-14 09:20:00,1,1.0,0,1
12673,237,1,220.9,171,9.604347826086956,23,1,2011-01-17 11:46:00,2011-01-17 11:46:00,1,1.0,1,0
12674,2,3,1402.0,787,23.76271186440678,42,3,2011-05-16 09:10:00,2011-09-09 10:51:00,116,1.0,1,0
12676,34,4,998.0500000000001,494,33.26833333333334,21,4,2011-02-01 15:41:00,2011-08-08 10:01:00,187,1.0,1,0
12678,11,9,8282.26,5195,89.05655913978495,78,7,2010-12-21 11:00:00,2011-08-31 11:22:00,253,1.2857142857142858,1,0
12679,116,2,906.38,407,20.599545454545453,43,2,2011-03-01 12:26:00,2011-05-18 12:18:00,77,1.0,1,0
12680,23,1,311.78,230,15.588999999999999,20,1,2011-08-18 15:44:00,2011-08-18 15:44:00,1,1.0,1,0
12681,62,15,9866.58,5419,20.815569620253164,219,15,2010-12-07 10:08:00,2011-07-11 11:39:00,216,1.0,1,0
12682,11,20,8219.92,3531,23.154704225352113,149,18,2010-12-03 13:59:00,2011-08-31 12:18:00,270,1.1111111111111112,1,0
12683,3,12,6622.19,3980,24.52662962962963,164,9,2010-12-09 10:37:00,2011-09-08 10:35:00,272,1.3333333333333333,1,0
12684,81,4,1379.48,1274,23.784137931034483,37,4,2011-05-10 12:55:00,2011-06-22 11:20:00,42,1.0,1,0
12685,3,2,1606.42,917,17.84911111111111,83,2,2011-09-07 10:28:00,2011-09-08 10:32:00,1,1.0,1,0
12686,282,1,89.14,107,12.734285714285715,7,1,2010-12-03 09:51:00,2010-12-03 09:51:00,1,1.0,0,1
12688,24,1,4873.8099999999995,3028,28.501812865497072,171,1,2011-08-18 08:49:00,2011-08-18 08:49:00,1,1.0,0,1
12689,38,1,511.03,281,15.030294117647058,34,1,2011-08-04 10:04:00,2011-08-04 10:04:00,1,1.0,1,0
12690,116,1,389.01,106,24.313125,16,1,2011-05-18 09:09:00,2011-05-18 09:09:00,1,1.0,0,1
12691,55,4,556.3,198,26.490476190476187,16,4,2010-12-17 14:46:00,2011-07-17 14:56:00,212,1.0,1,0
12693,37,4,855.91,255,21.946410256410257,35,4,2011-01-24 12:58:00,2011-08-04 17:51:00,192,1.0,0,1
12694,93,1,439.5,323,21.975,20,1,2011-06-09 17:48:00,2011-06-09 17:48:00,1,1.0,1,0
12695,17,2,333.90000000000003,172,17.573684210526316,17,2,2011-05-13 13:15:00,2011-08-24 12:58:00,102,1.0,1,0
12697,41,2,733.91,359,25.307241379310344,27,2,2011-06-23 15:44:00,2011-07-31 14:17:00,37,1.0,1,0
12700,66,2,2149.05,1376,17.61516393442623,110,2,2011-05-08 16:10:00,2011-07-06 13:14:00,58,1.0,1,0
